subj,stage,contrast,channel,beta_uV
s1,EditIntegration,Eye,T8,0.23915814370435173
s1,EditIntegration,Eye,M1,-0.6744827611740959
s1,EditIntegration,Eye,TP7,-0.22378052912269975
s1,EditIntegration,Eye,CP5,-0.10093304560848425
s1,EditIntegration,Eye,CP3,-0.09873386159634001
s1,EditIntegration,Eye,CP1,-0.2643281141119386
s1,EditIntegration,Eye,CPZ,0.17228145181334262
s1,EditIntegration,Eye,CP2,0.18882960886194275
s1,EditIntegration,Eye,CP4,0.3531426123999103
s1,EditIntegration,Eye,CP6,0.18862399509779346
s1,EditIntegration,Eye,TP8,-0.40539414632149184
s1,EditIntegration,Eye,M2,-0.010039896260283288
s1,EditIntegration,Eye,P7,-0.2544035641235022
s1,EditIntegration,Eye,P5,-0.45079867282705316
s1,EditIntegration,Eye,P3,-0.31585604661009237
s1,EditIntegration,Eye,P1,-0.45345713812188077
s1,EditIntegration,Eye,PZ,-0.5294316474307076
s1,EditIntegration,Eye,P2,-0.1847190133790741
s1,EditIntegration,Eye,P4,0.021040261063083016
s1,EditIntegration,Eye,P6,0.014691274319668046
s1,EditIntegration,Eye,P8,-0.29763321462638914
s1,EditIntegration,Eye,PO7,-0.45523476748434316
s1,EditIntegration,Eye,PO5,-0.4462816994194209
s1,EditIntegration,Eye,PO3,-0.4476691737288066
s1,EditIntegration,Eye,POZ,-0.29112890747087294
s1,EditIntegration,Eye,PO4,-0.6624399301996857
s1,EditIntegration,Eye,PO6,-0.5844183799454596
s1,EditIntegration,Eye,PO8,-0.542422354242321
s1,EditIntegration,Eye,CB1,-0.5174939003531018
s1,EditIntegration,Eye,O1,-0.4392194871242185
s1,EditIntegration,Eye,OZ,-0.7260315854131796
s1,EditIntegration,Eye,O2,-0.7110125312953103
s1,EditIntegration,Eye,CB2,-0.5631183505502343
s1,EditIntegration,Mouth,AF3,-0.22662322638946808
s1,EditIntegration,Mouth,AF4,0.06485021843068925
s1,EditIntegration,Mouth,F7,0.1353753035505253
s1,EditIntegration,Mouth,F5,0.1480461356747545
s1,EditIntegration,Mouth,F3,0.12327709607953438
s1,EditIntegration,Mouth,F1,-0.37414692647350056
s1,EditIntegration,Mouth,FZ,-0.5756672186981413
s1,EditIntegration,Mouth,F2,-0.291402662433162
s1,EditIntegration,Mouth,F4,-0.18861820650488134
s1,EditIntegration,Mouth,F6,-0.2863883733336865
s1,EditIntegration,Mouth,F8,-0.4692628457011315
s1,EditIntegration,Mouth,FT7,-0.013567621882462966
s1,EditIntegration,Mouth,FC5,0.04784238052138795
s1,EditIntegration,Mouth,FC3,0.04816078453425851
s1,EditIntegration,Mouth,FC1,-0.46427353685273737
s1,EditIntegration,Mouth,FCZ,-0.5637182264773221
s1,EditIntegration,Mouth,FC2,-0.39382709300691565
s1,EditIntegration,Mouth,FC4,-0.27173889052864353
s1,EditIntegration,Mouth,FC6,0.4149228024442545
s1,EditIntegration,Mouth,FT8,-0.034563661595643086
s1,EditIntegration,Mouth,T7,0.2792543004816676
s1,EditIntegration,Mouth,C5,0.13950967055427
s1,EditIntegration,Mouth,C3,0.37604666306933965
s1,EditIntegration,Mouth,C1,-0.12412609233502103
s1,EditIntegration,Mouth,CZ,-0.42086174038214
s1,EditIntegration,Mouth,C2,-0.34246176805846507
s1,EditIntegration,Mouth,C4,0.19703048015148478
s1,EditIntegration,Mouth,C6,0.43249718100097073
s1,EditIntegration,Mouth,T8,-0.006461409742595958
s1,EditIntegration,Mouth,M1,-0.5689291041887325
s1,EditIntegration,Mouth,TP7,0.5891908678785065
s1,EditIntegration,Mouth,CP5,0.8265722867186989
s1,EditIntegration,Mouth,CP3,0.39268795045657223
s1,EditIntegration,Mouth,CP1,0.1344708751208935
s1,EditIntegration,Mouth,CPZ,-0.2882311806428111
s1,EditIntegration,Mouth,CP2,-0.0029927914200265082
s1,EditIntegration,Mouth,CP4,0.49886574527425387
s1,EditIntegration,Mouth,CP6,0.6255551081977777
s1,EditIntegration,Mouth,TP8,0.34955741758603637
s1,EditIntegration,Mouth,M2,0.08138742221643347
s1,EditIntegration,Mouth,P7,0.4559324496930618
s1,EditIntegration,Mouth,P5,0.6147368302846696
s1,EditIntegration,Mouth,P3,0.628160133063568
s1,EditIntegration,Mouth,P1,0.40027904045953555
s1,EditIntegration,Mouth,PZ,0.10742905038626677
s1,EditIntegration,Mouth,P2,0.041496834475949415
s1,EditIntegration,Mouth,P4,0.2502944125195778
s1,EditIntegration,Mouth,P6,0.25912757771182987
s1,EditIntegration,Mouth,P8,0.20898466020299955
s1,EditIntegration,Mouth,PO7,0.10505228804374078
s1,EditIntegration,Mouth,PO5,0.08998389190466997
s1,EditIntegration,Mouth,PO3,0.09325847551757113
s1,EditIntegration,Mouth,POZ,0.11783444699797169
s1,EditIntegration,Mouth,PO4,-0.6423272682228787
s1,EditIntegration,Mouth,PO6,-0.5355137602281732
s1,EditIntegration,Mouth,PO8,-0.5417370477335497
s1,EditIntegration,Mouth,CB1,0.12169722091719895
s1,EditIntegration,Mouth,O1,0.0858142577772356
s1,EditIntegration,Mouth,OZ,-0.6479218437489449
s1,EditIntegration,Mouth,O2,-0.669269036023178
s1,EditIntegration,Mouth,CB2,-0.5405562588652238
s1,EditIntegration,Skin,AF3,-0.36344119653483287
s1,EditIntegration,Skin,AF4,-0.06849278459739916
s1,EditIntegration,Skin,F7,0.21322677667659434
s1,EditIntegration,Skin,F5,0.22012787781085422
s1,EditIntegration,Skin,F3,0.18874327625649562
s1,EditIntegration,Skin,F1,0.06307216927227811
s1,EditIntegration,Skin,FZ,-0.10550672032487292
s1,EditIntegration,Skin,F2,-0.05594809383134493
s1,EditIntegration,Skin,F4,-0.07919895813097916
s1,EditIntegration,Skin,F6,-0.11759398025722201
s1,EditIntegration,Skin,F8,-0.06095957995572831
s1,EditIntegration,Skin,FT7,0.6154141659437249
